MeetingPlaceRef,MeetingPlaceSystemId,MeetingPlaceID,CaseRef,MeetingPlace_Place,Inversion,Location,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"MP_LA_154","LA",154,"C_EGD_360","River",0,"pow-burn_on_the_route_home_from_Edinburgh","LEM","07_10_01_10:00:12","LEM","07_10_01_10:00:45"
"MP_LA_155","LA",155,"C_EGD_404","Road",0,"coming_from_Brandis_Milne","LEM","07_10_01_10:05:10","LEM","07_10_01_10:05:44"
"MP_LA_156","LA",156,"C_EGD_387","Yard",0,"Mortonhall_Park","LEM","07_10_01_10:11:00","LEM","07_10_01_10:11:58"
"MP_LA_157","LA",157,"C_EGD_415","Yard",0,"Gilmerton_Park","LEM","07_10_01_15:25:01","LEM","07_10_01_15:25:13"
"MP_LA_158","LA",158,"C_EGD_335","Bush",0,,"LEM","07_11_01_10:37:03","LEM","07_11_01_10:37:08"
"MP_LA_16","LA",16,"C_EGD_166","Hilltop",0,"Monkrig_above_the_stob_stane","LEM","05_21_01_11:12:56","LEM","05_21_01_11:13:45"
"MP_LA_160","LA",160,"C_EGD_1374","Den",0,"Hodin_Dean","LEM","07_11_01_12:11:16","LEM","07_11_01_12:11:22"
"MP_LA_163","LA",163,"C_EGD_1375","Den",0,"hodin_dean","LEM","07_11_01_12:16:20","LEM","07_11_01_12:16:25"
"MP_LA_164","LA",164,"C_EGD_411","Den",0,"hodin_dean","LEM","07_11_01_12:18:31","LEM","07_11_01_12:19:28"
"MP_LA_166","LA",166,"C_EGD_385","Road",0,"while_ridding_a_horse_to_the_coal_hill","LEM","07_17_01_10:03:46","LEM","07_17_01_10:05:17"
"MP_LA_167","LA",167,"C_EGD_377",,0,"Newtown","LEM","07_17_01_10:17:15","LEM","07_17_01_10:17:22"
"MP_LA_168","LA",168,"C_EGD_381","House",0,"either_her's_or_William_Tweedie's","LEM","07_17_01_11:55:18","jhm","11_05_02_15:12:38"
"MP_LA_17","LA",17,"C_EGD_166","Links",0,"Linkis_of_Prestoun","LEM","05_21_01_11:13:48","LEM","05_21_01_11:14:11"
"MP_LA_178","LA",178,"C_LA_2876","River_mouth",0,"Dee,_beside_the_blockehous","LEM","09_06_01_13:21:58","LEM","09_06_01_13:23:34"
"MP_LA_179","LA",179,"C_EGD_1243","River_mouth",0,"Dee,_near_the_blockehous","LEM","09_06_01_13:26:33","LEM","09_06_01_13:26:43"
"MP_LA_18","LA",18,"C_EGD_166","Moor",0,"Cauld_Coit_mure","LEM","05_21_01_11:15:01","LEM","05_21_01_11:19:10"
"MP_LA_180","LA",180,"C_EGD_1242","River_mouth",0,"Dee,_beside_the_blockehous","LEM","09_06_01_13:30:09","LEM","09_06_01_13:30:22"
"MP_LA_181","LA",181,"C_EGD_1241","River_mouth",0,"Dee,_beside_the_blockehous","LEM","09_06_01_13:32:10","LEM","09_06_01_13:32:33"
"MP_LA_182","LA",182,"C_EGD_1244","River_mouth",0,"Dee,_beside_the_blockehous","LEM","09_06_01_13:33:52","LEM","09_06_01_13:34:05"
"MP_LA_183","LA",183,"C_EGD_1245","River_mouth",0,"Dee,_beside_the_blockehous","LEM","09_06_01_13:40:02","LEM","09_06_01_13:40:23"
"MP_LA_184","LA",184,"C_EGD_1246","River_mouth",0,"Dee,_beside_the_blockehous","LEM","09_06_01_13:42:00","LEM","09_06_01_13:42:08"
"MP_LA_185","LA",185,"C_EGD_1247","River_mouth",0,"Dee,_beside_the_blockehous","LEM","09_06_01_13:50:54","LEM","09_06_01_13:51:09"
"MP_LA_186","LA",186,"C_EGD_1248","River_mouth",0,"Dee,_near_the_blockehous","LEM","09_06_01_15:07:21","LEM","09_06_01_15:07:34"
"MP_LA_187","LA",187,"C_EGD_1249","River_mouth",0,"Dee,_by_the_blockhous","LEM","09_06_01_15:08:49","LEM","09_06_01_15:09:03"
"MP_LA_188","LA",188,"C_EGD_1250","River_mouth",0,"Dee,_by_the_blockehous","LEM","09_06_01_15:11:06","LEM","09_06_01_15:11:23"
"MP_LA_189","LA",189,"C_EGD_1251","River_mouth",0,"Dee,_by_the_blockehous","LEM","09_06_01_15:12:27","LEM","09_06_01_15:12:40"
"MP_LA_19","LA",19,"C_EGD_166","Road",0,"c)_heid_of_the_broken_Calsey_of_Niddry","LEM","05_21_01_11:19:13","LEM","05_21_01_11:24:36"
"MP_LA_190","LA",190,"C_EGD_1252","River_mouth",0,"Dee,_by_the_blockehous","LEM","09_06_01_15:14:25","LEM","09_06_01_15:14:37"
"MP_LA_191","LA",191,"C_EGD_606","Kirkyard",0,"west_Kirk_of_Culross","LEM","09_07_01_10:42:18","LEM","09_07_01_10:42:33"
"MP_LA_192","LA",192,"C_EGD_607","Kirkyard",0,"west_kirk_of_Culross","LEM","09_07_01_10:44:56","LEM","09_07_01_10:45:06"
"MP_LA_193","LA",193,"C_EGD_607","House",0,"her_own","LEM","09_07_01_10:45:06","LEM","09_07_01_10:45:12"
"MP_LA_194","LA",194,"C_EGD_608","Kirkyard",0,"west_kirk_of_culross","LEM","09_07_01_10:48:44","LEM","09_07_01_10:48:53"
"MP_LA_195","LA",195,"C_EGD_609","Kirkyard",0,"west_kirk_of_culross","LEM","09_07_01_10:52:48","LEM","09_07_01_10:52:56"
"MP_LA_196","LA",196,"C_EGD_609","Bank_Side",0,"at_her_mother's_house","LEM","09_07_01_10:56:12","LEM","09_07_01_10:56:42"
"MP_LA_197","LA",197,"C_EGD_607",,0,"the_strand","LEM","09_07_01_12:35:56","LEM","09_07_01_12:36:09"
"MP_LA_198","LA",198,"C_EGD_607","Hollow",0,"Cannieman's_hollow","LEM","09_07_01_12:36:10","LEM","09_07_01_12:36:41"
"MP_LA_199","LA",199,"C_EGD_606","Shore",0,,"LEM","09_07_01_12:42:40","LEM","09_07_01_12:43:00"
"MP_LA_2","LA",2,"C_EGD_160",,0,"Madeis_Loupe","LEM","05_17_01_10:50:41","LEM","05_17_01_10:51:05"
"MP_LA_201","LA",201,"C_EGD_694","Haugh",0,"Ward_Haugh","LEM","09_11_01_12:12:34","LEM","09_11_01_12:12:53"
"MP_LA_202","LA",202,"C_EGD_694","Bridge",0,"kirk_bridge","LEM","09_11_01_12:12:54","LEM","09_11_01_12:13:00"
"MP_LA_203","LA",203,"C_EGD_694","Hilltop",0,"corsehill","LEM","09_11_01_12:13:04","LEM","09_11_01_12:13:23"
"MP_LA_204","LA",204,"C_EGD_694","Wood",0,"Ormeston_Wood","LEM","09_11_01_12:13:25","LEM","09_11_01_12:13:35"
"MP_LA_21","LA",21,"C_EGD_162","Road",0,"Heid_of_the_broken_Clasay_of_Nydrie","LEM","05_21_01_13:15:22","LEM","05_21_01_13:15:48"
"MP_LA_214","LA",214,"C_EGD_624","Bridge",0,"kirk_bridge","LEM","09_11_01_12:27:56","LEM","09_11_01_12:28:00"
"MP_LA_215","LA",215,"C_EGD_624","Haugh",0,"ward_haugh","LEM","09_11_01_12:28:00","LEM","09_11_01_12:28:04"
"MP_LA_216","LA",216,"C_EGD_624","Hilltop",0,"corsehill","LEM","09_11_01_12:28:06","LEM","09_11_01_12:28:10"
"MP_LA_217","LA",217,"C_EGD_693","Burn",0,"Murrais_burne","LEM","09_11_01_12:59:36","LEM","09_11_01_12:59:50"
"MP_LA_219","LA",219,"C_EGD_692","Burn",0,"Murrais_Burne","LEM","09_11_01_13:02:08","LEM","09_11_01_13:02:19"
"MP_LA_220","LA",220,"C_EGD_613","Hilltop",0,"Barliehill","LEM","09_11_01_13:24:07","LEM","09_11_01_13:24:16"
"MP_LA_221","LA",221,"C_EGD_613","Wood",0,"wood_head_of_crighton","LEM","09_11_01_13:24:46","LEM","09_11_01_13:24:54"
"MP_LA_222","LA",222,"C_EGD_614","Hilltop",0,"Barliehill","LEM","09_11_01_13:31:43","LEM","09_11_01_13:31:50"
"MP_LA_223","LA",223,"C_EGD_691","House",0,"Helen_Laying's_(c_egd_692)","LEM","09_21_01_09:09:54","LEM","09_21_01_09:10:25"
"MP_LA_224","LA",224,"C_EGD_691",,1,"flaming_fire_in_Crighton","LEM","09_21_01_09:10:57","LEM","09_21_01_09:11:30"
"MP_LA_225","LA",225,"C_EGD_694",,0,"Leswade","LEM","09_21_01_09:16:10","LEM","09_21_01_09:16:16"
"MP_LA_226","LA",226,"C_EGD_694",,0,"Loanhead","LEM","09_21_01_09:16:16","LEM","09_21_01_09:16:24"
"MP_LA_227","LA",227,"C_EGD_694","Field",0,,"LEM","09_21_01_09:18:09","LEM","09_21_01_09:18:38"
"MP_LA_228","LA",228,"C_EGD_694","Burn",0,"Cowe_burn","LEM","09_21_01_09:18:39","LEM","09_21_01_10:28:54"
"MP_LA_229","LA",229,"C_EGD_620","Haugh",0,"Ward_haugh","LEM","09_21_01_09:23:36","LEM","09_21_01_09:23:43"
"MP_LA_23","LA",23,"C_EGD_179","Kirkyard",0,"in_Glendovan","LEM","05_21_01_16:56:53","LEM","05_21_01_16:57:27"
"MP_LA_230","LA",230,"C_EGD_620","Burn",0,"Cowe_burn","LEM","09_21_01_09:23:45","LEM","09_21_01_10:31:00"
"MP_LA_231","LA",231,"C_EGD_692","Burn",0,"ward_burn","LEM","09_21_01_09:25:16","LEM","09_21_01_09:25:36"
"MP_LA_232","LA",232,"C_EGD_692","Yard",0,"own_yard","LEM","09_21_01_09:25:38","LEM","09_21_01_09:26:27"
"MP_LA_233","LA",233,"C_EGD_692","Field",0,"black_faugh","LEM","09_21_01_09:29:04","LEM","09_21_01_09:30:04"
"MP_LA_234","LA",234,"C_EGD_693","House",0,"own_house_between_bed_and_fire","LEM","09_21_01_09:30:13","LEM","09_21_01_09:30:23"
"MP_LA_235","LA",235,"C_EGD_693","Burn",0,"Templehall_burne","LEM","09_21_01_09:31:04","LEM","09_21_01_09:31:12"
"MP_LA_237","LA",237,"C_EGD_611","Hilltop",0,"Birliehill","LEM","09_21_01_09:43:45","LEM","09_21_01_09:43:55"
"MP_LA_24","LA",24,"C_EGD_179","Kirkyard",0,"Muckhart","LEM","05_21_01_16:58:39","jhm","10_22_02_11:16:42"
"MP_LA_240","LA",240,"C_EGD_696","burn",0,"cowe_burn","LEM","09_21_01_13:07:49","LEM","09_21_01_13:07:53"
"MP_LA_241","LA",241,"C_EGD_696","Bridge",0,"Keith_Bridge","LEM","09_21_01_13:07:55","LEM","09_21_01_13:08:01"
"MP_LA_242","LA",242,"C_EGD_696","House",0,"white_house_in_Cranstoun's_back_yard","LEM","09_21_01_13:08:01","LEM","09_21_01_13:08:16"
"MP_LA_245","LA",245,"C_EGD_697","Farm",0,"farm_brae_at_midnight","LEM","09_21_01_13:22:09","LEM","09_21_01_13:22:15"
"MP_LA_246","LA",246,"C_EGD_697","Dam",0,"Line_dean","LEM","09_21_01_13:24:12","LEM","09_21_01_13:24:25"
"MP_LA_247","LA",247,"C_EGD_697","House",0,"white_house","LEM","09_21_01_13:24:27","LEM","09_21_01_13:24:49"
"MP_LA_25","LA",25,"C_EGD_179",,0,"Rumbling_Bridge","LEM","05_21_01_16:59:10","LEM","05_21_01_17:03:47"
"MP_LA_252","LA",252,"C_EGD_695","Dam",0,"Lin_Dean","LEM","09_21_01_13:35:33","LEM","09_21_01_13:35:36"
"MP_LA_253","LA",253,"C_EGD_695","House",0,"whitehouse","LEM","09_21_01_13:35:38","LEM","09_21_01_13:35:50"
"MP_LA_254","LA",254,"C_EGD_140","Shore",0,"Common_Waist_Sandhillis_near_Irving","LEM","09_25_01_17:02:58","LEM","10_01_01_10:29:55"
"MP_LA_256","LA",256,"C_EGD_147","Dam",0,"Deam_futtie_of_Longniddry","LEM","09_26_01_16:03:19","LEM","09_26_01_16:03:41"
"MP_LA_257","LA",257,"C_EGD_147","House",0,"Beigis'_house","LEM","09_26_01_16:03:42","LEM","09_26_01_16:03:52"
"MP_LA_265","LA",265,"C_EGD_140","Kirkyard",0,,"LEM","10_01_01_10:27:23","LEM","10_01_01_10:27:25"
"MP_LA_266","LA",266,"C_EGD_140","Kirk",0,,"LEM","10_01_01_10:27:25","LEM","10_01_01_10:27:33"
"MP_LA_267","LA",267,"C_EGD_140","Hilltop",0,"Lowdon_Hill","LEM","10_01_01_10:27:33","LEM","10_01_01_10:28:23"
"MP_LA_280","LA",280,"C_EGD_147","Thorn",0,"Seaton-thorn","LEM","10_01_01_15:26:21","LEM","10_01_01_15:27:10"
"MP_LA_281","LA",281,"C_EGD_147","Gate",0,"iron_gate_of_Seaton","LEM","10_01_01_15:27:17","LEM","10_01_01_15:27:23"
"MP_LA_290","LA",290,"C_EGD_137","Craigs",0,"Bynnie-craigs","LEM","10_03_01_09:38:51","LEM","10_03_01_09:39:10"
"MP_LA_291","LA",291,"C_EGD_137","Craigs",0,"Corstorphine-craigs","LEM","10_03_01_09:39:13","jhm","10_03_02_16:25:22"
"MP_LA_292","LA",292,"C_EGD_34","Moor",0,"Grange-more","LEM","10_08_01_09:54:35","LEM","10_08_01_09:54:45"
"MP_LA_293","LA",293,"C_EGD_59","Kirk",1,"North_Berwick_kirk","LEM","10_09_01_09:31:27","LEM","10_09_01_09:32:05"
"MP_LA_294","LA",294,"C_EGD_59","Ship",0,"A_ship_off_the_coast_of_the_pannes","LEM","10_09_01_09:44:14","LEM","10_09_01_09:44:24"
"MP_LA_295","LA",295,"C_EGD_59","Hilltop",0,"Brumhoillis","LEM","10_09_01_09:48:00","LEM","10_09_01_09:48:11"
"MP_LA_300","LA",300,"C_EGD_63","Kirk",1,"North_Berwick_Kirk","LEM","10_09_01_10:04:55","LEM","10_09_01_10:05:00"
"MP_LA_301","LA",301,"C_EGD_63","Ship",0,"off_the_coast_of_the_pannes","LEM","10_09_01_10:05:01","LEM","10_09_01_10:05:08"
"MP_LA_306","LA",306,"C_EGD_63","Ship",0,"the_grace_of_God","LEM","10_09_01_10:46:11","LEM","10_09_01_10:46:25"
"MP_LA_307","LA",307,"C_EGD_63","Shore",1,"all_along_the_south_coast_of_the_forth","LEM","10_09_01_11:00:04","LEM","10_09_01_11:48:50"
"MP_LA_308","LA",308,"C_EGD_63","Kirk",0,"Kirk_of_Garvett,_be-eist_Burn_syde","LEM","10_09_01_11:58:11","LEM","10_09_01_11:58:29"
"MP_LA_309","LA",309,"C_EGD_63",,0,"Foulstruther","LEM","10_09_01_12:01:09","LEM","10_09_01_12:02:29"
"MP_LA_310","LA",310,"C_EGD_63","Kirk",0,"Natoun_Kirk","LEM","10_09_01_12:46:59","LEM","10_09_01_12:47:15"
"MP_LA_311","LA",311,"C_EGD_63",,0,"pier-head","LEM","10_09_01_12:47:18","LEM","10_09_01_12:47:21"
"MP_LA_312","LA",312,"C_EGD_63","Kirk",1,"North_Berwick","LEM","10_09_01_12:47:38","LEM","10_09_01_12:47:49"
"MP_LA_32","LA",32,"C_LA_2638","House",0,"accomplices'_house","LEM","05_22_01_12:18:33","LEM","05_22_01_12:18:45"
"MP_LA_33","LA",33,"C_EGD_180","House",0,"accomplice's_house","LEM","05_22_01_12:28:24","LEM","05_22_01_12:28:34"
"MP_LA_34","LA",34,"C_EGD_180",,0,"on_the_way_to_get_ale","LEM","05_22_01_12:29:18","jhm","10_22_02_11:52:07"
"MP_LA_355","LA",355,"C_EGD_120",,0,"Foulstruther","LEM","10_10_01_09:14:45","LEM","10_10_01_09:14:52"
"MP_LA_356","LA",356,"C_EGD_110","Kirk",1,"North_Berwick","LEM","10_10_01_09:18:54","LEM","10_10_01_09:19:00"
"MP_LA_357","LA",357,"C_EGD_110","Salt_pans",0,"near_the_pannes","LEM","10_10_01_09:20:15","LEM","10_10_01_09:20:22"
"MP_LA_358","LA",358,"C_EGD_110","House",0,"wobster's_house","LEM","10_10_01_09:20:31","LEM","10_10_01_09:20:44"
"MP_LA_359","LA",359,"C_EGD_110",,0,"Foulstruther","LEM","10_10_01_09:20:45","LEM","10_10_01_09:20:50"
"MP_LA_360","LA",360,"C_EGD_104","Kirk",0,"Natoun","LEM","10_10_01_09:25:29","LEM","10_16_01_10:08:37"
"MP_LA_365","LA",365,"C_EGD_110","House",0,"Beigis_Tod's_house","LEM","10_10_01_09:33:59","LEM","10_10_01_09:34:06"
"MP_LA_373","LA",373,"C_EGD_147","Salt_pans",0,"near_the_pannes","LEM","10_10_01_10:12:49","LEM","10_10_01_10:12:57"
"MP_LA_381","LA",381,"C_LA_2911","Ship",0,,"LEM","10_10_01_10:43:22","LEM","10_10_01_10:43:25"
"MP_LA_387","LA",387,"C_EGD_104","Kirk",1,"North_Berwick","LEM","10_10_01_15:28:24","LEM","10_10_01_15:28:30"
"MP_LA_388","LA",388,"C_EGD_103","Kirk",1,"North_Berwick","LEM","10_10_01_15:30:37","LEM","10_10_01_15:30:58"
"MP_LA_389","LA",389,"C_EGD_103","Shore",0,"Aitchesounes-heavin_between_musselburgh_and_pannes","LEM","10_10_01_15:33:15","LEM","10_10_01_15:33:41"
"MP_LA_390","LA",390,"C_EGD_107","Shore",0,"Aitchesounes_heavin,_btw_musselburgh_and_pannes","LEM","10_10_01_15:39:57","LEM","10_10_01_15:40:17"
"MP_LA_391","LA",391,"C_EGD_107","Kirk",1,"North_Berwick","LEM","10_10_01_15:40:18","LEM","10_10_01_15:40:24"
"MP_LA_393","LA",393,"C_EGD_110","Shore",0,"Aitchisoune's_heavin_btw_Musselburgh_and_pannes","LEM","10_10_01_15:47:35","LEM","10_10_01_15:47:55"
"MP_LA_394","LA",394,"C_EGD_108","Shore",0,"Aitchisoune's_heavin_btw_Musselbrugh_and_pannes","LEM","10_10_01_15:50:04","LEM","10_10_01_15:50:24"
"MP_LA_397","LA",397,"C_EGD_104","Shore",0,"New-heavin_also_called_fairy-hoillis","LEM","10_16_01_10:08:38","LEM","10_16_01_10:09:31"
"MP_LA_398","LA",398,"C_EGD_104","Hilltop",0,"Brum-hoillis","LEM","10_16_01_10:09:50","LEM","10_16_01_10:10:03"
"MP_LA_399","LA",399,"C_EGD_104","Shore",0,"Leith","LEM","10_16_01_10:10:03","LEM","10_16_01_10:10:10"
"MP_LA_4","LA",4,"C_EGD_159","Hilltop",0,"Dounhill_of_Spott","LEM","05_17_01_11:39:28","LEM","05_17_01_11:39:47"
"MP_LA_403","LA",403,"C_EGD_1268","House",0,"abandoned_old_house","LEM","10_16_01_15:24:53","LEM","10_16_01_15:25:04"
"MP_LA_404","LA",404,"C_EGD_1269","House",0,"abandoned_house_called_Howing_Greyman","LEM","10_16_01_15:47:18","LEM","10_16_01_15:47:44"
"MP_LA_405","LA",405,"C_EGD_29","Field",0,"near_her_house","LEM","10_18_01_09:42:49","LEM","10_18_01_09:45:10"
"MP_LA_406","LA",406,"C_EGD_29","Thorn",0,"thorne_of_Damwstarnok","LEM","10_18_01_09:48:29","LEM","10_18_01_09:48:50"
"MP_LA_407","LA",407,"C_EGD_29","House",0,"her_own","LEM","10_18_01_09:50:12","LEM","10_18_01_09:50:16"
"MP_LA_408","LA",408,"C_EGD_1329",,0,"low_place_above_Cransmouth","LEM","10_19_01_09:53:32","LEM","10_19_01_09:53:46"
"MP_LA_409","LA",409,"C_EGD_1334","Yard",0,"back_of_Thomas_Browun's_barn","LEM","10_19_01_10:09:44","LEM","10_19_01_10:09:53"
"MP_LA_410","LA",410,"C_EGD_1334","Yard",0,"back_of_Laurd_of_Wedderburn's_house","LEM","10_19_01_10:09:58","LEM","10_19_01_10:11:02"
"MP_LA_411","LA",411,"C_EGD_1334","River_mouth",0,"Forth_of_Eyemouth","LEM","10_19_01_10:11:53","LEM","10_19_01_10:12:18"
"MP_LA_412","LA",412,"C_EGD_1333","Yard",0,"back_of_Laird_of_Wedderburn's_house","LEM","10_19_01_10:14:08","LEM","10_19_01_10:14:22"
"MP_LA_417","LA",417,"C_EGD_1312","Green",0,"Dirleton","LEM","10_19_01_15:29:20","LEM","10_19_01_15:29:41"
"MP_LA_424","LA",424,"C_EGD_1322","House",0,,"LEM","10_19_01_16:09:23","LEM","10_19_01_16:09:59"
"MP_LA_425","LA",425,"C_EGD_1322","House",0,,"LEM","10_19_01_16:09:59","LEM","10_19_01_16:10:05"
"MP_LA_430","LA",430,"C_EGD_1308","Kirk",0,"High_kirk_of_Lanark","LEM","10_22_01_15:46:18","LEM","10_22_01_15:46:25"
"MP_LA_431","LA",431,"C_EGD_1308","Kirk",0,"kirk_of_Carnwath","LEM","10_22_01_15:46:25","LEM","10_22_01_15:46:35"
"MP_LA_434","LA",434,"C_EGD_1310","Road",0,"on_her_way_home_at_12:00am","LEM","10_23_01_10:36:18","LEM","10_23_01_10:36:43"
"MP_LA_44","LA",44,"C_EGD_169",,0,"Coldingham_Law","LEM","06_14_01_13:45:52","LEM","06_14_01_13:47:23"
"MP_LA_441","LA",441,"C_EGD_1749","House",0,"Her_own","LEM","01_16_02_10:51:28","LEM","01_16_02_10:51:32"
"MP_LA_442","LA",442,"C_EGD_1748","House",0,"his_own","LEM","01_16_02_11:49:17","LEM","01_16_02_11:49:23"
"MP_LA_443","LA",443,"C_EGD_1747","House",0,"her_mother's","LEM","01_16_02_12:02:19","LEM","01_16_02_12:02:23"
"MP_LA_444","LA",444,"C_EGD_1747","House",0,"her_brother's","LEM","01_16_02_12:02:23","LEM","01_16_02_12:02:30"
"MP_LA_445","LA",445,"C_EGD_1746","House",0,"Mathie's","LEM","01_16_02_12:16:37","LEM","01_16_02_12:16:45"
"MP_LA_446","LA",446,"C_EGD_1746","House",0,"John_Stewart's","LEM","01_16_02_12:16:46","LEM","01_16_02_12:16:54"
"MP_LA_447","LA",447,"C_EGD_1745","House",0,"Mathie's","LEM","01_16_02_12:27:20","LEM","01_16_02_12:27:24"
"MP_LA_448","LA",448,"C_EGD_1745","House",0,"John_Stewart's","LEM","01_16_02_12:27:24","LEM","01_16_02_12:27:33"
"MP_LA_449","LA",449,"C_EGD_1744","House",0,"Mathie's","LEM","01_16_02_12:40:03","LEM","01_16_02_12:40:08"
"MP_LA_45","LA",45,"C_EGD_173","Barn",0,"head_of_the_dead_mans_burne","LEM","06_15_01_12:19:52","LEM","06_15_01_12:25:48"
"MP_LA_450","LA",450,"C_EGD_1744","House",0,"John_Stewart's","LEM","01_16_02_12:40:08","LEM","01_16_02_12:40:15"
"MP_LA_451","LA",451,"C_EGD_1773",,0,"Kilpatrik","LEM","01_30_02_13:28:19","LEM","01_30_02_13:28:22"
"MP_LA_452","LA",452,"C_EGD_1773","Moor",0,"Kilmacolme","LEM","01_30_02_13:28:27","LEM","01_30_02_13:28:46"
"MP_LA_453","LA",453,"C_EGD_1773","Yard",0,"Christian_Shaw","LEM","01_30_02_13:29:37","LEM","01_30_02_13:29:43"
"MP_LA_454","LA",454,"C_EGD_1773","Yard",0,"murdered_minister","LEM","01_30_02_13:29:55","LEM","01_30_02_13:30:02"
"MP_LA_455","LA",455,"C_EGD_1773","House",0,"murdered_child","LEM","01_30_02_13:31:00","LEM","01_30_02_13:31:05"
"MP_LA_456","LA",456,"C_LA_2959",,0,"Kilpatrick","LEM","01_31_02_09:27:47","LEM","01_31_02_09:27:50"
"MP_LA_457","LA",457,"C_LA_2959","Moor",0,"Kilmacolme","LEM","01_31_02_09:27:52","LEM","01_31_02_09:27:59"
"MP_LA_458","LA",458,"C_LA_2959","Yard",0,"Christian_Shaw","LEM","01_31_02_09:28:01","LEM","01_31_02_09:28:05"
"MP_LA_459","LA",459,"C_LA_2959","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_09:28:07","LEM","01_31_02_09:28:36"
"MP_LA_46","LA",46,"C_EGD_173","Mill",0,,"LEM","06_15_01_12:25:58","LEM","06_15_01_12:26:17"
"MP_LA_460","LA",460,"C_LA_2959","House",0,"murdered_child","LEM","01_31_02_09:28:38","LEM","01_31_02_09:29:35"
"MP_LA_461","LA",461,"C_EGD_1778",,0,"kilpatrick","LEM","01_31_02_09:31:44","LEM","01_31_02_09:31:46"
"MP_LA_462","LA",462,"C_EGD_1778","Moor",0,"Kilmacolme","LEM","01_31_02_09:31:47","LEM","01_31_02_09:31:54"
"MP_LA_463","LA",463,"C_EGD_1778","Yard",0,"christian_Shaw","LEM","01_31_02_09:31:54","LEM","01_31_02_09:31:59"
"MP_LA_464","LA",464,"C_EGD_1778","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_09:31:59","LEM","01_31_02_09:32:12"
"MP_LA_465","LA",465,"C_EGD_1778","House",0,"murdered_child","LEM","01_31_02_09:32:13","LEM","01_31_02_09:32:22"
"MP_LA_466","LA",466,"C_EGD_1781",,0,"Kilpatrick","LEM","01_31_02_09:34:46","LEM","01_31_02_09:34:47"
"MP_LA_467","LA",467,"C_EGD_1781","Moor",0,"Kilmacolme","LEM","01_31_02_09:34:48","LEM","01_31_02_09:34:53"
"MP_LA_468","LA",468,"C_EGD_1781","Yard",0,"christian_Shaw's","LEM","01_31_02_09:34:54","LEM","01_31_02_09:34:59"
"MP_LA_469","LA",469,"C_EGD_1781","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_09:34:59","LEM","01_31_02_09:35:08"
"MP_LA_47","LA",47,"C_EGD_173","Yard",0,"tenth_(teynd)_yard","LEM","06_15_01_12:40:27","LEM","06_15_01_12:41:21"
"MP_LA_470","LA",470,"C_EGD_1781","House",0,"murdered_boy","LEM","01_31_02_09:35:09","LEM","01_31_02_09:35:15"
"MP_LA_471","LA",471,"C_EGD_1774",,0,"Kilpatrick","LEM","01_31_02_09:37:54","jhm","10_22_02_10:24:04"
"MP_LA_472","LA",472,"C_EGD_1774","Moor",0,"Kilmacolme","LEM","01_31_02_09:37:57","LEM","01_31_02_09:38:02"
"MP_LA_473","LA",473,"C_EGD_1774","Yard",0,"christian_Shaw's","LEM","01_31_02_09:38:03","LEM","01_31_02_09:38:08"
"MP_LA_474","LA",474,"C_EGD_1774","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_09:38:09","LEM","01_31_02_09:38:17"
"MP_LA_475","LA",475,"C_EGD_1774","House",0,"murdered_boy","LEM","01_31_02_09:38:18","LEM","01_31_02_09:38:23"
"MP_LA_476","LA",476,"C_EGD_1780",,0,"Kilpatrick","LEM","01_31_02_09:47:24","jhm","10_22_02_10:50:11"
"MP_LA_477","LA",477,"C_EGD_1780","Moor",0,"Kilmacolme","LEM","01_31_02_09:47:28","LEM","01_31_02_09:47:33"
"MP_LA_478","LA",478,"C_EGD_1780","Yard",0,"christian_shaw's","LEM","01_31_02_09:47:34","LEM","01_31_02_09:47:43"
"MP_LA_479","LA",479,"C_EGD_1780","Yard",0,"murdered_minsiter,_Mr._John_Hardie","LEM","01_31_02_09:47:43","LEM","01_31_02_09:47:53"
"MP_LA_48","LA",48,"C_EGD_173","Shore",0,"in_Eyemouth","LEM","06_15_01_12:41:25","LEM","06_15_01_12:42:14"
"MP_LA_480","LA",480,"C_EGD_1780","House",0,"murdered_boy","LEM","01_31_02_09:47:54","LEM","01_31_02_09:47:59"
"MP_LA_481","LA",481,"C_EGD_1777",,0,"kilpatrick","LEM","01_31_02_09:50:39","LEM","01_31_02_09:50:42"
"MP_LA_482","LA",482,"C_EGD_1777","Moor",0,"Kilmacolme","LEM","01_31_02_09:50:43","LEM","01_31_02_09:50:49"
"MP_LA_483","LA",483,"C_EGD_1777","Yard",0,"christian_shaw's","LEM","01_31_02_09:50:50","LEM","01_31_02_09:50:55"
"MP_LA_484","LA",484,"C_EGD_1777","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_09:50:55","LEM","01_31_02_09:51:03"
"MP_LA_485","LA",485,"C_EGD_1777","House",0,"murdered_boy","LEM","01_31_02_09:51:04","LEM","01_31_02_09:51:08"
"MP_LA_486","LA",486,"C_EGD_1935",,0,"Kilpatrick","LEM","01_31_02_10:39:33","LEM","01_31_02_10:39:35"
