ReferenceRef,RefSystemID,ReferenceID,CaseRef,SourceRef,Reference,KirkSession,Presbytery,BurghCourt,Confession,DraftDittay,Comm_CourtMin,Just_CourtMin,Circuit_CourtMin,Dittay,Pleadings,WitDep,WitStatement,CommJust,PrivyCouncil,Parliament,Estates,Royal,CommText,Verdict,Sentence,Chronicle,Financial,Other,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"R_EGD_1799","EGD",1799,"C_EGD_1799","APS","Vol_7,_pp_197,__235,_&_appendix,_p_31.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","jhm","08_09_02_12:58:28"
"R_EGD_18","EGD",18,"C_EGD_18","APS","vol_6,_part_2,_p._614.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","jhm","07_30_02_16:07:24"
"R_EGD_180","EGD",180,"C_EGD_180","SJC","v3,_p._610-613",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,"same_as_JC_2_8_pp._347-349","SMD","05_15_01_17:33:52","LEM","06_19_01_12:10:36"
"R_EGD_1801","EGD",1801,"C_EGD_1801","APS","Vol_VI,_part_2,_p_190.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,"commission_for_trial_and_execution_issued_by_parliament","SMD","05_15_01_17:33:52","jhm","07_30_02_14:59:24"
"R_EGD_1802","EGD",1802,"C_EGD_1802","APS","Vol_VI,_part_2,_p_420.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","jhm","07_30_02_14:29:50"
"R_EGD_1803","EGD",1803,"C_EGD_1803","APS","Vol_VI,_part_2,_p_498.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,"commission_for_trial_and_execution_issued_by_parliament","SMD","05_15_01_17:33:52","jhm","07_30_02_15:00:12"
"R_EGD_1804","EGD",1804,"C_EGD_1804","APS","Vol_VI,_part_2,_p_462.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","jhm","07_30_02_14:39:49"
"R_EGD_1806","EGD",1806,"C_EGD_1806",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Reid,_Alan_'The_Regality_of_Kirriemuir'_(Edinburgh,_1909),__p._83.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_09:40:27"
"R_EGD_1807","EGD",1807,"C_EGD_1807",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Arnot,_Hugo_'Celebrated_Criminal_Trials_in_Scotland'_(Edinburgh,_1785),_pp._402-3.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_10:17:44"
"R_EGD_1808","EGD",1808,"C_EGD_1808","An_Old_Kirk_Chronicle","Waddell,_p_101.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Reference_checked_by_Malcolm_Duncan._The_project_did_not_check_it.","SMD","05_15_01_17:33:52","jhm","10_22_02_11:57:57"
"R_EGD_1809","EGD",1809,"C_EGD_1809","Process_Notes","JC26_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned

J._Lamont_'Diary'_Maitland_Club,_Edinburgh,_1876,_p._12.
The_project_did_not_check_this_secondary_reference.","SMD","05_15_01_17:33:52","jhm","10_22_02_12:01:20"
"R_EGD_181","EGD",181,"C_EGD_181",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"JC_2_8_p._347F","SMD","05_15_01_17:33:52","SMD","05_15_01_17:33:52"
"R_EGD_1810","EGD",1810,"C_EGD_1810",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"'Miscellany_of_the_Maitland_Club'_Vol_1,_pp_438-9.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_10:22:16"
"R_EGD_1811","EGD",1811,"C_EGD_1811",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Buchan_Field_Club_Transactions,_1807-1890,_p._208.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_10:33:03"
"R_EGD_1813","EGD",1813,"C_EGD_1813","Corstorphine_Kirk_Session_records","CH2_124_1,_p_31,_32-33.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Scottish_Notes_and_Queries,_Vol_4_pp._27-29.
The_project_did_not_check_this_secondary_reference.","SMD","05_15_01_17:33:52","jhm","10_22_02_12:07:17"
"R_EGD_1814","EGD",1814,"C_EGD_1814",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Edinburgh_Topographical._Magazine,._Vol_1_p._151.
The_project_did_not_check_this_secondary_reference.","SMD","05_15_01_17:33:52","jhm","10_22_02_12:09:28"
"R_EGD_1815","EGD",1815,"C_EGD_1815",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Kelso_Presbytery_Records.","SMD","05_15_01_17:33:52","jhm","10_22_02_12:10:11"
"R_EGD_1816","EGD",1816,"C_EGD_1816",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Anderson,_M,_St_Andrews_Undgraduate_Dissertation,_1976_(no_references_given).

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_10:36:58"
"R_EGD_1817","EGD",1817,"C_EGD_1817","Committee_of_Estates","PA11_8_fo._184r.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","LEM","09_04_02_09:59:22"
"R_EGD_1818","EGD",1818,"C_EGD_1818","Lanark_Presbytery_Records","CH2_234_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_W_Hunter_'Biggar_and_the_House_of_Fleming'_Biggar,_1862,_p._386.
The_project_did_not_check_this_secondary_reference.

Presbytery_records_have_no_pagination","SMD","05_15_01_17:33:52","jhm","10_22_02_13:04:08"
"R_EGD_1819","EGD",1819,"C_EGD_1819","Lanark_Presbytery_Records","CH2_234_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_W_Hunter_'Biggar_and_the_House_of_Fleming'_Biggar,_1862,_p._386.
The_project_did_not_check_this_secondary_reference.

Presbytery_records_have_no_pagination.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:08:38"
"R_EGD_182","EGD",182,"C_EGD_182",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"JC_2_8_p._740-747","SMD","05_15_01_17:33:52","SMD","05_15_01_17:33:52"
"R_EGD_1820","EGD",1820,"C_EGD_1820","Lanark_Presbytery_Records","CH2_234_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_W_Hunter_'Biggar_and_the_House_of_Fleming'_Biggar,_1862,_p._386.
The_project_did_not_check_this_secondary_reference.


The_presbytery_records_have_no_pagination.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:12:28"
"R_EGD_1821","EGD",1821,"C_EGD_1821","Lanark_Presbytery_Records","CH2_234_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_W_Hunter_'Biggar_and_the_House_of_Fleming'_Biggar,_1862,_p._386.
The_project_did_not_check_this_secondary_reference.


No_pagination_in_presbytery_records","SMD","05_15_01_17:33:52","jhm","10_22_02_13:13:59"
"R_EGD_1822","EGD",1822,"C_EGD_1822","Lanark_Presbytery_Records","CH2_234_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_W_Hunter_'Biggar_and_the_House_of_Fleming'_Biggar,_1862,_p._386.
The_project_did_not_check_this_secondary_reference.


No_pagination_in_presbytery_records","SMD","05_15_01_17:33:52","jhm","10_22_02_13:21:46"
"R_EGD_1823","EGD",1823,"C_EGD_1823","Turriff_Presbytery_records","CH2_1120_1,_pp_18_&_30.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","jhm","09_11_02_16:34:35"
"R_EGD_1825","EGD",1825,"C_EGD_1825","Garioch_Presbytery_records","CH2_166_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Davidson_'Inverurie_and_the_Earldom_of_Garioch'_Edinburgh,_1878,_pp._306-307.
The_project_did_not_check_this_secondary_reference.

No_pagination_-_use_dates.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:24:48"
"R_EGD_1826","EGD",1826,"C_EGD_1826",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Chambers,_R_'Domestic_Annals_of_Scotland'_,_Vol_2,_p._195.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_10:42:24"
"R_EGD_1827","EGD",1827,"C_EGD_1827","An_Old_Kirk_Chronicle","Waddell,_p._99-102.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Reference_given_from_Malcolm_Duncan,_not_checked_by_the_project.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:26:13"
"R_EGD_1828","EGD",1828,"C_EGD_1828","An_Old_Kirk_Chronicle","Waddell,_pp_99-102.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Reference_checked_by_Malcolm_Duncan,_not_checked_by_the_project.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:27:15"
"R_EGD_1829","EGD",1829,"C_EGD_1829","Irvine_Presbytery_Records","CH2_197_1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"_New_Statistical_Account,_pp._632-633.
Not_checked_by_the_project.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:50:46"
"R_EGD_183","EGD",183,"C_EGD_183","SJC","v3,_pp._627-675",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","LEM","11_19_02_09:25:06"
"R_EGD_1830","EGD",1830,"C_EGD_1830","Irvine_Presbytery_Records","CH2_197_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"New_Statistical_Account_of_Scotland,__pp._632-633.
This_was_not_checked_by_the_project.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:48:08"
"R_EGD_1831","EGD",1831,"C_EGD_1831","Irvine_Presbytery_Records","CH2_197_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"New_Statistical_Account_of_Scotland,_Ayr,_pp._632-633.
Not_checked_by_the_project.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:51:02"
"R_EGD_1833","EGD",1833,"C_EGD_1833",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Craig-Brown,_T_'History_of_Selkirkshire'_(Edinburgh,_1886),Vol,1,_p_201.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_11:04:37"
"R_EGD_1834","EGD",1834,"C_EGD_1834","Kelso_Kirk_Session_records","CH2_1173_2.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_T_Craig-Brown_'History_of_Selkirkshire',_Edinburgh,_1886,_p._201.
Not_checked_by_the_project.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:54:32"
"R_EGD_1835","EGD",1835,"C_EGD_1835",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Parish_Registers_of_Dunfermlin,_1561-1700,_(Edinburgh,_1900),_pp._33-4.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_11:11:20"
"R_EGD_1836","EGD",1836,"C_EGD_1836","Ayr_Presbytery_Records","CH2_532_1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_J_Paterson_'History_of_Ayr_and_Wigtown'_Edinburgh,_1863-66,__Vol_1_p._101.
Project_did_not_check_this_secondary_reference.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:57:41"
"R_EGD_1837","EGD",1837,"C_EGD_1837",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"R_Wodrow_'Analeca_Scotica'_Edinburgh,_1842-3,__Vol_2_P2_p._72.
Not_checked_by_the_project.","SMD","05_15_01_17:33:52","jhm","10_22_02_13:58:42"
"R_EGD_1838","EGD",1838,"C_EGD_1838","Paisley_Presbytery_records","CH2_294_3.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_D_Pride_'A_History_of_the_Parish_of_Neilston'_Paisley,_1843,_p._151.
Not_checked_by_the_project.

No_pagination_in_presbytery_records.","SMD","05_15_01_17:33:52","jhm","10_22_02_14:01:14"
"R_EGD_1839","EGD",1839,"C_EGD_1839","Fordyce_Presbytery_records","CH2_158_2,_f_6r_and_9v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Strathbogie_Presbytery_reocrds_checked_and_nothing_found.","SMD","05_15_01_17:33:52","jhm","10_22_02_14:02:11"
"R_EGD_184","EGD",184,"C_EGD_184","Books_of_Adjournal","JC2_8_fo._351r-351v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Larner_also_notes_that_she_in_mentioned_in_JC_26_14_(5).","SMD","05_15_01_17:33:52","jhm","10_28_02_15:28:27"
"R_EGD_1840","EGD",1840,"C_EGD_1840",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Anderson,_M,_St_Andrews_undergraduate_dissertation,_1976_(no_references_given).

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_11:16:00"
"R_EGD_1841","EGD",1841,"C_EGD_1841","Brechin_Presbytery_records","CH2_40_1,_f_78r.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Larner_also_gives_a_reference_to_Anderson_an_undergraduate_dissertation_in_St_Andrews,_which_does_not_cite_its_primary_sources.","SMD","05_15_01_17:33:52","jhm","10_22_02_14:14:16"
"R_EGD_1846","EGD",1846,"C_EGD_1846",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Anderson,_M,_St_Andrews_undergraduate_dissertation,_1976_(no_references_given).

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_11:16:06"
"R_EGD_1847","EGD",1847,"C_EGD_1847",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Anderson,_M,_St_Andrews_undergraduate_dissertation,_1976_(no_references_given).

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_11:18:40"
"R_EGD_1848","EGD",1848,"C_EGD_1848","Brechin_Presbytery_records","CH2_40_1,_f_84-86.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Anderson,_M,_St_Andrews_undergraduate_dissertation,_1976_(no_references_given).

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_14:18:08"
"R_EGD_1849","EGD",1849,"C_EGD_1849",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gilmore_'Witchcraft_and_the_Church_in_Scotland'_PhD_thesis,_University_of_Glasgow,_1948,__p._139.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_14:20:36"
"R_EGD_1850","EGD",1850,"C_EGD_1850",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gilmore._John_'Witchcraft_and_the_church_in_Scotland'_unpublished_PhD_thesis,_Glasgow,_1948,_pp_380-1

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_11:24:36"
"R_EGD_1851","EGD",1851,"C_EGD_1851",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gilmore_'Witchcraft_and_the_Church_in_Scotland'_PhD_thesis,_University_of_Glasgow,_1948,__pp._380-1.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_14:22:53"
"R_EGD_1852","EGD",1852,"C_EGD_1852",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"'Selections_from_the_records_of_the_regality_of_Melrose',_Vol_1,_p_220.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_13:54:58"
"R_EGD_1853","EGD",1853,"C_EGD_1853",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hunter,_W_'Biggar_and_the_House_of_Fleming',_(Edinburgh,_1862),_p_387.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_13:56:00"
"R_EGD_1854","EGD",1854,"C_EGD_1854","Kingarth_Kirk_Session_records","CH2_219_1,_ff_17.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_J_K_Hewison_'Isle_of_Bute_in_the_Olden_Tyme'_Edinburgh,_1893-5,_Vol_2_p._262.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_14:26:44"
"R_EGD_1855","EGD",1855,"C_EGD_1855","Brechin_Presbytery_records","CH2_40_1,_f_82-3,_94v-95v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","jhm","10_22_02_14:31:00"
"R_EGD_1856","EGD",1856,"C_EGD_1856","Brechin_Presbytery_records","CH2_40_1,_f_82.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05_15_01_17:33:52","jhm","10_22_02_14:34:02"
"R_EGD_1857","EGD",1857,"C_EGD_1857",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Ross,_W._'Aberdour_and_Inchcolm'_(Edinburgh,_1885),_p_325-8.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","LEM","09_17_02_14:49:58"
"R_EGD_1858","EGD",1858,"C_EGD_1858","Process_Notes","JC26_26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J_Paterson_'History_of_Ayr_and_Wigtown'_Edinburgh,_1863-6,_Vol_1_pp._59;_101.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_14:36:04"
"R_EGD_1859","EGD",1859,"C_EGD_1859",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gunn,_C_B_'The_Book_of_Stobo_Church'_(Peebles,_1907),_p_50-1.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:11:51"
"R_EGD_186","EGD",186,"C_EGD_186","Process_Notes","JC26_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","SMD","05_15_01_17:33:52","LEM","07_12_02_11:49:39"
"R_EGD_1860","EGD",1860,"C_EGD_1860",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gunn,_C_B_'The_Book_of_Stobo_Church'_(Peebles,_1907),_p_50-1.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:12:12"
"R_EGD_1861","EGD",1861,"C_EGD_1861",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"GUNN_pp._50-51","SMD","05_15_01_17:33:52","LEM","09_05_02_10:45:35"
"R_EGD_1862","EGD",1862,"C_EGD_1862",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gunn,_C_B_'The_Book_of_Stobo_Church'_(Peebles,_1907),_p_50-1.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:15:19"
"R_EGD_1863","EGD",1863,"C_EGD_1863",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"'History_of_the_Berwickshire_Naturalists'_Club'__Vol_11_p._460.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_15:08:02"
"R_EGD_1864","EGD",1864,"C_EGD_1864",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gilmore._John_'Witchcraft_and_the_church_in_Scotland'_unpublished_PhD_thesis,_Glasgow,_1948,_p_203.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_11:26:46"
"R_EGD_1865","EGD",1865,"C_EGD_1865",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J_Lamont_'Diary'_Maitland_Club,_Edinburgh,_1830,_p._47.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_15:09:39"
"R_EGD_1866","EGD",1866,"C_EGD_1866","Dunfermline_Presbytery_records","CH2_105_1_(a),_p_258.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also_in_W._ROSS,_Aberdour_and_Inchcolme,_(Edinburgh,_1885),__p._329-330","SMD","05_15_01_17:33:52","LEM","09_11_02_16:09:22"
"R_EGD_1867","EGD",1867,"C_EGD_1867","Aberdour_Kirk_session_records","CH2_3_1.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"W_Ross_'Aberdour_and_Inchcolme'_Edinburgh,_1885,_p._329-330.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_15:17:26"
"R_EGD_1868","EGD",1868,"C_EGD_1868","Aberdour_Kirk_session_records","CH2_3_1.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See_also_W_Ross_'Aberdour_and_Inchcolme'_Edinburgh,_1885,_p._329-330.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_15:18:57"
"R_EGD_1869","EGD",1869,"C_EGD_1869",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"'Parish_Registers_of_Canisbay,_1652-1666_(SRS,_Edinburgh,_1914.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:18:02"
"R_EGD_187","EGD",187,"C_EGD_187","Process_Notes","JC26_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","SMD","05_15_01_17:33:52","LEM","07_12_02_13:01:49"
"R_EGD_1870","EGD",1870,"C_EGD_1870",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sinclair,_G_'Satan's_Invisible_World_Discovered'_(Edinburgh,_1685),_p_160-4.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:21:40"
"R_EGD_1871","EGD",1871,"C_EGD_1871",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sinclair,_G_'Satan's_Invisible_World_Discovered'_(Edinburgh,_1685),_p_160-4.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:23:31"
"R_EGD_1872","EGD",1872,"C_EGD_1872",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Beveridge,_D_'Culross_and_Tulliallan'_(Edinburgh,_1885),_pp._288,_290.


The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:27:32"
"R_EGD_1874","EGD",1874,"C_EGD_1874",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Truckell,_A_E_'Unpublished_list_of_witchcraft_cases_in_Galloway_and_Dumfriesshire'_in_'Transactions_fo_the_Dumfriesshire_and_Galloway_Natural_History_and_Antiquarian_Society',_1975.


The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:31:42"
"R_EGD_1875","EGD",1875,"C_EGD_1875",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Truckell,_A_E_'Unpublished_list_of_witchcraft_cases_in_Galloway_and_Dumfriesshire'_in_'Transactions_fo_the_Dumfriesshire_and_Galloway_Natural_History_and_Antiquarian_Society',_1975.


The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","09_03_02_14:32:07"
"R_EGD_1876","EGD",1876,"C_EGD_1876","St_Michael's,_Dumfries_kirk_session_records","CH2_537_13,_p_206.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A_E_Truckell_'Unpublished_list_of_witchcraft_cases_in_Galloway_and_Dumfriesshire_and_transcripts.

The_project_did_not_check_Larner's_reference_to_this_printed_secondary_source_as_part_of_the_research.","SMD","05_15_01_17:33:52","jhm","10_22_02_15:27:12"
