Trialref,TrialId,TrialSystemId,CaseRef,TrialType,Trial_settlement,Trial_parish,Trial_presbytery,Trial_county,Trial_burgh,Trial_NGR_Letters,Trial_NGR_Easting,Trial_NGR_Northing,Watching,WatchingDate,WatchingDate_as_date,Arrest,ArrestDate,ArrestDate_as_date,Fled,FledDate,FledDate_as_date,ActionDropped,Actiondropdate,Actiondropdate_as_date,Actiondroppedby,Actionbody,Confrontingsuspects,PretrialNotes,ProcessType,TrialDate,TrialDate_as_date,TrialPlace,Female_accusers,Male_accusers,High_status,Defence,Verdict,Sentence,Cjtorder,Cjtdate,Cjtdate_as_date,Circuit,Circuitname,Localwithcrep,Noreftocentral,TrialNotes,Execution,Executionmethod,ExecutionDate,ExecutionDate_as_date,ExecutionPlace,Exec_settlement,Exec_parish,Exec_presbytery,Exec_county,Exec_burgh,Exec_NGR_Letters,Exec_NGR_Easting,Exec_NGR_Northing,PostTrialNotes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"T_JO_316",316,"JO","C_EGD_628",2,,,"Dalkeith","Edinburgh",,,,,0,,,0,,,0,,,0,,,,,0,"Commission_granted_for_assize_to_try_for_witchcraft.__Presbytery_minutes_record_that_accused_thought_to_be_guilty_of_witchcraft_and_assize_to_be_held._Mr_Patrick_Turnour_requested_brethren_to_attend.",,"1629","06_01_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"No_other_details_of_trial.",0,,,,,,,,,,,,,"No_specific_details._There_is_a_Margaret_Hamiltoun_'burnt_as_a_witch'_mentioned_1_8_1629_(RPC_2nd_series,_vol_3,_p_155)_but_it_is_not_clear_if_it_is_the_same_one.","jhm","07_03_01_12:14:08","LEM","11_07_02_11:56:59"
"T_JO_317",317,"JO","C_JO_2787",2,,,"Dalkeith","Edinburgh",,,,,0,,,0,,,0,,,0,,,,,0,"Note_in_presbytery_minutes_that_accused_was_to_stand_trial_as_guilty_of_witchcraft_and_Mr_Patrick_Turnour_requested_brethren_to_attend_assize.",,"1629","06_01_29_00:00:00",,0,0,0,0,,,0,,,0,,0,1,"No_other_details_of_trial.",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_12:44:51","LEM","11_01_02_15:35:10"
"T_JO_318",318,"JO","C_EGD_1117",2,,"P_JO_3540","Dalkeith","Edinburgh","Dalkeith",,,,0,,,0,,,0,,,0,,,,,0,"Record_of_commission_for_trial._Presbytery_note_that_accused_is_to_be_tried_and_brethren_requested_to_attend_the_assize.",,"12_7_1629","07_12_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"No_trial_details_but_presbytery_note_that_trial_to_be_held_on_12_7_1629",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_12:51:57","jhm","10_02_02_10:46:36"
"T_JO_319",319,"JO","C_EGD_1116",2,,"P_JO_3540","Dalkeith","Edinburgh","Dalkeith",,,,0,,,0,,,0,,,0,,,,,0,"Record_of_commission_for_trial._Presbytery_minutes_record_that_trial_to_be_held_and_brethren_requested_to_attend_the_assize_the_next_day.",,"12_7_1629","07_12_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"Few_trial_details_but_presbytery_notes_trial_to_be_held_on_12_7_1629.",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_13:00:17","jhm","10_02_02_10:45:25"
"T_JO_320",320,"JO","C_EGD_1115",2,,"P_JO_3540","Dalkeith","Edinburgh","Dalkeith",,,,0,,,0,,,0,,,0,,,,,0,"Record_of_commission_issued._Presbytery_minutes_record_trial_to_be_held_and_brethren_requested_to_attend_the_assize.",,"12_7_1629","07_12_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"No_trial_details_but_note_in_presbytery_that_trial_to_be_held_on_12_7_1629.",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_13:05:41","jhm","10_02_02_10:44:14"
"T_JO_321",321,"JO","C_EGD_1128",2,,"P_ST_1334","Dalkeith","Edinburgh",,,,,0,,,0,,,0,,,0,,,,,0,"Note_of_commission_for_trial._Presbytery_minutes_note_3_ministers_to_be_sent_to_attend_the_presentation_of_the_accused_at_Penicuik.",,"1629","06_01_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"No_details_of_trial_itself.",0,,,,,,,,,,,,,,"jhm","07_03_01_13:31:35","jhm","07_03_01_13:35:02"
"T_JO_322",322,"JO","C_EGD_1130",2,,"P_ST_1334","Dalkeith","Edinburgh",,,,,0,,,0,,,0,,,0,,,,,0,"Commission_issued_for_trial._Presbytery_minutes_note_that_3_ministers_were_to_attend_the_assize_in_Penicuik.",,"1629","06_01_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"No_other_trial_details.",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_13:39:27","jhm","10_02_02_11:43:26"
"T_JO_323",323,"JO","C_EGD_1129",2,,"P_ST_1334","Dalkeith","Edinburgh",,,,,0,,,0,,,0,,,0,,,,,0,"Records_the_commission_issued._Presbytery_notes_that_3_ministers_are_to_attend_the_trial_in_Penicuik.",,"1629","06_01_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"No_other_details_about_trial.",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_13:44:59","jhm","07_03_01_13:46:16"
"T_JO_324",324,"JO","C_EGD_1147",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Record_of_commission_for_trial._Commission_to_arrest_only_mentioned_in_presbytery_minutes.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_from_trial.",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_15:21:07","jhm","10_02_02_12:30:21"
"T_JO_325",325,"JO","C_EGD_1146",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Record_of_commission_for_trial._Presbytery_referred_to_another_warrant_for_arrest_but_no_details.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_from_trial.",0,,,,,,,,,,,,,"no_details.","jhm","07_03_01_15:29:55","jhm","10_02_02_12:28:59"
"T_JO_326",326,"JO","C_JO_2788",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_that_accused_was_to_be_arrested_and_requested_help_with_this._No_record_of_arrest_but_later_commission_for_trial_issued_by_privy_council",,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,"Commission_for_trial_issued_21_4_1630",1,"Burn","5_1630","05_01_30_00:00:00",,,,,,,,,,"No_details_about_where_exection_took_place._Witnessed_by_Mr_Thomas_Copland.","jhm","07_03_01_15:51:36","LEM","11_01_02_15:33:41"
"T_JO_327",327,"JO","C_JO_2789",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_that_accused_is_to_be_arrested_on_warrant_from_council,_they_requested_help_with_this.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_from_trial.",0,,,,,,,,,,,,,"No_details","jhm","07_03_01_15:56:48","LEM","11_01_02_15:31:28"
"T_JO_328",328,"JO","C_JO_2790",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_referred_to_a_warrant_for_her_arrest_and_also_requested_the_help_of_the_Laird_of_Braid_for_the_arrest_(or_possibly_for_the_warrant_request).",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_of_trial.",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_16:08:37","LEM","11_01_02_15:30:46"
"T_JO_329",329,"JO","C_JO_2791",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_request_help_to_apprehend_the_suspect.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_trial_details.",0,,,,,,,,,,,,,"No_details.","jhm","07_03_01_16:15:10","jhm","07_25_01_16:04:06"
"T_JO_330",330,"JO","C_EGD_1160",2,,"P_ST_1334","Dalkeith","Edinburgh",,,,,0,,,0,,,0,,,0,,,,,0,"Commission_issued_for_trial._Presbytery_recorded_execution_but_no_details.",,"12_1629","12_01_29_00:00:00",,0,0,0,0,,"Execution",0,,,0,,0,0,"No_information_about_trial_itself.",1,"Burn","12_1629","12_01_29_00:00:00",,,"P_ST_1334",,"Edinburgh",,,,,"note_in_presbytery_minutes_that_ministers_attended_her_execution.","jhm","07_03_01_16:19:36","jhm","11_11_02_13:17:09"
"T_JO_331",331,"JO","C_EGD_1161",2,,"P_ST_1334","Dalkeith","Edinburgh",,,,,0,,,0,,,0,,,0,,,,,0,"Commission_for_trial_issued,_presbytery_records_execution_witnessed_by_minister_but_no_details_about_trial.",,"12_1629","12_01_29_00:00:00",,0,0,0,0,,"Execution",0,,,0,,0,0,"No_details_about_trial_itself.",1,"Burn","12_1629","12_01_29_00:00:00",,,"P_ST_1334",,"Edinburgh",,,,,"execution_witnessed.","jhm","07_04_01_09:40:35","jhm","11_11_02_13:16:50"
"T_JO_332",332,"JO","C_JO_2792",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"No_details_of_commissions_for_trial_etc.",,"12_1629","12_01_29_00:00:00",,0,0,0,0,,"Execution",0,,,0,,0,1,"No_details_about_trial",1,"Burn","12_1629","12_01_29_00:00:00",,,"P_ST_1334",,"Edinburgh",,,,,"note_in_presbytery_that_minister_witnessed_execution_in_Penicuik_along_with_2_others_-_Janet_Bishop_and_Margaret_Cutherbertson.","jhm","07_04_01_09:50:18","jhm","11_11_02_13:16:03"
"T_JO_333",333,"JO","C_EGD_1231",2,,,,,,,,,0,,,1,"29_4_1630","04_29_30_00:00:00",0,,,0,,,,,0,"Presbytery_requested_help_from_'guidman_of_Kekmure,_bailie_of_Crichton'_to_keep_fast_the_accused._He_is_not_named._The_accused_is_recorded_as_having_confessed_herself_a_witch.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_of_trial_itself.",0,,,,,,,,,,,,,,"jhm","07_04_01_10:16:03","jhm","10_03_02_10:10:50"
"T_JO_334",334,"JO","C_EGD_1216",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Commission_recorded_in_RPC,_presbytery_notes_that_they_are_to_assist_the_commissioners_in_carrying_out_the_orders_of_the_council._Names_individual_commissioners_but_also_the_moderator_and_brethren_of_the_Dalkeith_presbytery_as_a_group,_not_individually._No_record_of_the_suspects_being_arrested_or_warded.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_trial_details.",0,,,,,,,,,,,,,"No_details","jhm","07_04_01_10:47:35","jhm","07_25_01_16:06:47"
"T_JO_335",335,"JO","C_EGD_1212",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Commissions_noted_in_RPC._Presbytery_minutes_record_that_the_brethren_are_ordered_to_assist_the_commissioners_to_fulfil_the_orders_of_the_council._Commissioners_are_named_individually_but_the_moderator_and_brethren_of_the_whole_presbytery_are_involved_as_a_group._No_record_details_of_arrest_etc.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_apart_from_commission",0,,,,,,,,,,,,,"No_details","jhm","07_04_01_10:59:39","jhm","07_25_01_16:07:15"
"T_JO_336",336,"JO","C_EGD_1210",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Record_of_commission_issued_to_individual_commissioners_and_also_the_moderator_and_brethren_of_the_whole_presbytery_of_Dalkeith._They_are_ordered_to_assist_the_commissioners_follow_the_council_orders._No_record_of_commission_for_trial.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_of_trial",0,,,,,,,,,,,,,"No_details","jhm","07_04_01_11:44:38","jhm","10_03_02_09:34:05"
"T_JO_337",337,"JO","C_EGD_1215",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Commission_issued_to_named_commissioners_and_also_the_whole_of_the_Dalkeith_brethren_as_a_group._Presbytery_minutes_record_that_they_are_ordered_to_assist_the_commissioners_in_carrying_out_the_council's_orders._No_record_of_commission_for_trial_or_of_any_arrest.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details",0,,,,,,,,,,,,,"no_details","jhm","07_04_01_11:53:32","jhm","07_25_01_16:08:01"
"T_JO_338",338,"JO","C_EGD_1211",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Issued_to_named_commissioners_and_the_brethren_of_the_presbytery_of_Dalkeith._The_presbytery_note_that_they_are_to_assist_the_commissioners_in_carrying_out_the_orders_of_the_council._No_record_of_arrest.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_trial_details",0,,,,,,,,,,,,,"no_details","jhm","07_04_01_12:13:09","jhm","07_25_01_16:08:34"
"T_JO_339",339,"JO","C_EGD_1213",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Record_of_commission_in_RPC_issued_to_named_commissioners_and_also_the_whole_of_the_brethren_of_the_Dalkeith_presbytery._The_presbytery_minutes_record_that_they_are_to_assist_the_commissioners_in_carrying_out_the_orders_of_the_council._No_details_of_any_arrest.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_trial_details",0,,,,,,,,,,,,,"no_details","jhm","07_04_01_12:26:15","jhm","07_25_01_16:08:54"
"T_JO_340",340,"JO","C_EGD_1214",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Commission_issued_to_named_individual_commissioners_but_the_whole_brethren_of_the_presbytery_of_Dalkeith_are_ordered_to_assist_them._No_record_of_any_arrest_etc.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details_about_trial",0,,,,,,,,,,,,,"no_details","jhm","07_04_01_12:35:22","jhm","07_25_01_16:09:17"
"T_JO_341",341,"JO","C_JO_2793",2,,"P_JO_3540","Dalkeith","Edinburgh",,,,,0,,,0,,,0,,,0,,,,,0,"No_details_of_pre-trial_actions",,"23_7_1630","07_23_30_00:00:00",,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,"No_details_of_trial_apart_from_mention_in_presbytery_that_brethren_to_attend_the_assize_on_23_7_1630",1,"Burn","7_1630","07_01_30_00:00:00",,,"P_JO_3540",,"Edinburgh",,,,,"Note_in_presbytery_that_accused_had_been_burnt","jhm","07_04_01_12:45:13","LEM","11_01_02_15:26:44"
"T_JO_342",342,"JO","C_JO_2794",2,,,,,,,,,0,,,1,,,0,,,0,,,,,0,"Presbytery_note_that_the_accusations_against_the_suspect_were_confirmed_and_the_depositions_were_to_be_subscribed_in_their_name_and_sent_to_the_bishop.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details",0,,,,,,,,,,,,,,"jhm","07_04_01_13:32:45","LEM","11_01_02_15:25:53"
"T_JO_343",343,"JO","C_JO_2795",2,,,,,,,,,0,,,1,,,0,,,1,"24_12_1633","12_24_33_00:00:00",,"Bishop",0,"Presbytery_requested_that_the_bailie_of_Dalkeith_ward_the_accused.__Later_referred_to_bishop_who_decided_there_was_nothing_in_the_case_and_ordered_her_release.__She_was_ordered_to_abstain_from_cursing_and_'evill_speaking'_in_the_future.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_trial",0,,,,,,,,,,,,,,"jhm","07_04_01_13:43:00","LEM","11_01_02_15:24:51"
"T_JO_344",344,"JO","C_JO_2796",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_noted_that_the_case_is_to_be_referred_to_the_civil_magistrate,_but_no_other_details._Accused_had_confessed_to_the_crimes_of_sorcery_and_witchcraft.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_trial_details",0,,,,,,,,,,,,,,"jhm","07_05_01_10:09:13","LEM","11_01_02_15:23:04"
"T_JO_345",345,"JO","C_JO_2797",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_noted_the_complaint_about_sorcery_and_witchcraft_and_decide_that_the_case_should_be_referred_to_the_civil_magistrate,_but_no_further_details._Accused_had_confessed.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details",0,,,,,,,,,,,,,"no_details","jhm","07_05_01_10:17:09","LEM","11_01_02_15:22:18"
"T_JO_346",346,"JO","C_JO_2798",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_referred__to_PC_as_accused_had_confessed_demonic_pact_to_her_local_minister_and_elders.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_05_01_10:41:27","jhm","08_03_01_10:07:22"
"T_JO_347",347,"JO","C_JO_2799",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Accused_confessed_demonic_pact_to_local_minister_and_presbytery_referred_matter_to_the_lords_of_council.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_05_01_10:52:22","LEM","11_01_02_15:20:08"
"T_JO_348",348,"JO","C_JO_2800",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_minutes_record_that_accused_had_confessed_to_witchcraft_to_her_local_minister_and_confirmed_her_statement_to_the_presbytery._They_decide_there_are_sufficient_grounds_for_seeking_a_commission_for_further_trial_probably_from_Committee_of_Estates,_not_PC.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_05_01_13:02:47","LEM","11_01_02_15:18:08"
"T_JO_349",349,"JO","C_EGD_1623",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_investigated_and_decided_to_refer_case_for_further_trial._Accused_confessed.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_05_01_13:28:28","LEM","08_30_02_16:01:59"
"T_JO_350",350,"JO","C_EGD_1624",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_investigated_and_decided_to_request_commission_for_further_trial.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_05_01_14:47:36","jhm","08_03_01_10:09:28"
"T_JO_351",351,"JO","C_EGD_1651",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_investigated_accused's_confession_and_decided_to_request_commission_from_Committee_of_Estates",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_05_01_15:01:58","jhm","08_03_01_10:09:51"
"T_JO_352",352,"JO","C_EGD_1648",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_investigated_and_decided_to_request_commission_for_further_trial.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_05_01_15:11:34","jhm","08_03_01_10:10:28"
"T_JO_353",353,"JO","C_JO_2801",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_confirmed_the_confession_of_witchcraft_and_commission_was_to_be_requested,_possibly_from_the_Committee_of_Estates",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_05_01_15:31:43","LEM","11_01_02_15:17:28"
"T_JO_354",354,"JO","C_JO_2802",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_minutes_record_that_accused's_confession_was_attested_and_that_a_commission_for_further_trial_was_to_be_requested,_possibly_from_Committee_of_Estates",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"no_details","jhm","07_05_01_15:37:31","LEM","11_01_02_15:16:36"
"T_JO_355",355,"JO","C_JO_2803",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_minutes_record_that_accused's_confession_was_confirmed_and_that_commission_was_to_be_requested._From_the_Committee_of_Estates.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"no_details","jhm","07_05_01_15:43:02","LEM","11_01_02_15:08:29"
"T_JO_356",356,"JO","C_JO_2804",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Confession_attested_by_the_presbytery_and_a_commission_was_to_be_requested_probably_from_the_Committee_of_Estates.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"no_details","jhm","07_05_01_15:46:38","jhm","08_03_01_10:11:58"
"T_JO_359",359,"JO","C_EGD_1984",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_that_accused_had_confessed_and_that_commission_for_further_trial_was_to_be_requested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_09:09:34","jhm","10_23_02_12:25:18"
"T_JO_360",360,"JO","C_EGD_1633",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_that_accused_had_confessed_witchcraft_and_commission_for_further_trial_was_to_be_requested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_09:17:43","jhm","08_03_01_10:13:07"
"T_JO_361",361,"JO","C_EGD_1985",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_that_that_accused_had_confessed_witchcraft_and_that_a_commission_for_further_trial_was_to_be_requested.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details",0,,,,,,,,,,,,,"no_details","jhm","07_09_01_09:24:55","jhm","10_23_02_12:26:49"
"T_JO_362",362,"JO","C_EGD_1986",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_accused_had_confessed_witchcraft_and_commission_for_further_trial_was_to_be_requested.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details",0,,,,,,,,,,,,,"no_details","jhm","07_09_01_09:29:55","jhm","08_03_01_10:14:23"
"T_JO_363",363,"JO","C_JO_2807",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_noted_that_the_accused_had_confessed_to_witchcraft_and_a__commission_for_further_trial_was_to_be_requested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_09:44:06","LEM","11_01_02_15:06:50"
"T_JO_364",364,"JO","C_JO_2808",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_that_accused_had_confessed_and_that_commission_for_further_trial_was_to_be_requested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_09:51:29","jhm","08_03_01_10:15:00"
"T_JO_365",365,"JO","C_JO_2809",2,,,,,,,,,0,,,0,,,1,"11_10_1649","10_11_49_00:00:00",0,,,,,0,"Note_in_presbytery_minutes_that_accused_had_fled_from_justice_after_being_named_by_9_confessing_witches._No_other_information",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_if_accused_was_apprehended_and_tried",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_10:14:21","jhm","07_09_01_10:16:38"
"T_JO_366",366,"JO","C_EGD_1992",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_that_the_accused_had_confessed_to_witchcraft_and_that_a_commission_was__to_be_requested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"no_details","jhm","07_09_01_10:21:52","jhm","10_23_02_12:38:48"
"T_JO_367",367,"JO","C_EGD_1989",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Accused_had_confessed_and_presbytery_was_to_request_commission_for_further_trial.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_10:25:28","jhm","10_23_02_12:34:38"
"T_JO_368",368,"JO","C_EGD_1990",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Note_in_presbytery_minutes_that_the_accused_had_confessed_witchcraft_and_a_commission_was_to_be_requested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_10:31:36","jhm","10_23_02_12:36:43"
"T_JO_369",369,"JO","C_JO_2810",2,,,,,,,,,0,,,0,,,1,"11_1649","11_01_49_00:00:00",0,,,,,0,"First_accused_in_1632_but_pleaded_that_it_was_a_case_of_mistaken_identity._Local_minister_to_make_inquiries_but_nothing_after_3_5_1632._Later_note_(1649)_in_presbytery_that_accused_had_fled_justice._Case_referred_to_synod_who_recommend_circulating_details_about_accused_to_the_different_prebyteries._Case_also_to_be_referred_to_General_Assembly_for_circulation_of_details_throughout_the_kingdom_so_that_he_can_be_apprehended",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details",0,,,,,,,,,,,,,,"jhm","07_09_01_10:43:58","jhm","07_09_01_13:50:21"
"T_JO_370",370,"JO","C_JO_2811",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_notes_that_confession_read_and_attested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_11:07:46","jhm","08_03_01_13:05:05"
"T_JO_371",371,"JO","C_JO_2812",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_minutes_note_that_the_confession_was_attested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_11:11:32","jhm","08_03_01_13:05:22"
"T_JO_372",372,"JO","C_JO_2813",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_note_that_confession_attested.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details",0,,,,,,,,,,,,,"no_details","jhm","07_09_01_11:17:30","jhm","08_03_01_13:05:46"
"T_JO_373",373,"JO","C_JO_2814",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Deposition_attested_by_presbytery.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_12:16:49","jhm","08_03_01_13:06:03"
"T_JO_374",374,"JO","C_JO_2815",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_attested_her_confession",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_12:21:31","jhm","08_03_01_13:06:19"
"T_JO_375",375,"JO","C_LA_2779",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_attested_her_confession_of_witchcraft.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_of_trial",0,,,,,,,,,,,,,"No_details","jhm","07_09_01_12:25:52","jhm","08_03_01_13:06:50"
"T_JO_376",376,"JO","C_LA_2778",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_minutes_record_that_confession_of_witchcraft_was_attested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_about_trial",1,,,,,,,,,,,,,"no_specific_details_but_trial_of_Christiane_Wilson_in_1661_mentioned_that_he_had_been_executed.","jhm","07_09_01_12:29:58","jhm","08_03_01_13:07:07"
"T_JO_377",377,"JO","C_JO_2816",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_minutes_record_that_her_confession_was_attested.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_trial_details",0,,,,,,,,,,,,,"no_details","jhm","07_09_01_12:42:07","jhm","08_03_01_13:07:28"
"T_JO_378",378,"JO","C_JO_2817",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_attested_confession_of_witchcraft.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_trial_details",0,,,,,,,,,,,,,"no_details","jhm","07_09_01_12:45:02","jhm","08_03_01_13:07:46"
"T_JO_379",379,"JO","C_JO_2818",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_attested_confession_of_witchcraft.",,,,,0,0,0,0,,,0,,,0,,0,0,"No_details_of_trial",0,,,,,,,,,,,,,"no_details","jhm","07_09_01_12:50:24","jhm","08_03_01_13:08:05"
"T_JO_380",380,"JO","C_JO_2819",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Presbytery_attested_confession_of_witchcraft.",,,,,0,0,0,0,,,0,,,0,,0,0,"no_details_of_trial",0,,,,,,,,,,,,,"no_details","jhm","07_09_01_12:53:45","jhm","08_03_01_13:08:22"
